stage	0011000001	2
stand	0011000001	2
started	0011000001	2
story	0011000001	2
strong	0011000001	2
sunshine	0011000001	2
taylor	0011000001	2
tea	0011000001	2
tell	0011000001	2
test	0011000001	2
text	0011000001	2
tht	0011000001	2
town	0011000001	2
trampled	0011000001	2
tried	0011000001	2
truck	0011000001	2
true	0011000001	2
tweeted	0011000001	2
upgrade	0011000001	2
ustream	0011000001	2
vs	0011000001	2
walks	0011000001	2
watched	0011000001	2
while	0011000001	2
whole	0011000001	2
window	0011000001	2
worth	0011000001	2
yo	0011000001	2
but	0011000001	25
was	0011000001	25
after	0011000001	26
get	0011000001	26
week	0011000001	27
20	0011000001	3
around	0011000001	3
asked	0011000001	3
basically	0011000001	3
book	0011000001	3
buy	0011000001	3
company	0011000001	3
concert	0011000001	3
cool	0011000001	3
done	0011000001	3
ever	0011000001	3
excited	0011000001	3
excuses	0011000001	3
five	0011000001	3
foot	0011000001	3
forward	0011000001	3
found	0011000001	3
gaga	0011000001	3
gets	0011000001	3
gym	0011000001	3
happens	0011000001	3
help	0011000001	3
lady	0011000001	3
late	0011000001	3
@liltwist	0011000001	3
living	0011000001	3
month	0011000001	3
never	0011000001	3
nov	0011000001	3
november	0011000001	3
part	0011000001	3
played	0011000001	3
please	0011000001	3
ppl	0011000001	3
run	0011000001	3
running	0011000001	3
saw	0011000001	3
seen	0011000001	3
special	0011000001	3
stores	0011000001	3
t	0011000001	3
thank	0011000001	3
tonite	0011000001	3
tour	0011000001	3
tryna	0011000001	3
turns	0011000001	3
two	0011000001	3
very	0011000001	3
watch	0011000001	3
winning	0011000001	3
write	0011000001	3
with	0011000001	33
so	0011000001	34
be	0011000001	35
me	0011000001	36
that	0011000001	36
tonight	0011000001	37
;)	0011000001	4
15	0011000001	4
already	0011000001	4
dont	0011000001	4
end	0011000001	4
everything	0011000001	4
far	0011000001	4
hard	0011000001	4
hopefully	0011000001	4
ive	0011000001	4
kill	0011000001	4
makes	0011000001	4
minutes	0011000001	4
miss	0011000001	4
much	0011000001	4
myself	0011000001	4
other	0011000001	4
record	0011000001	4
remember	0011000001	4
start	0011000001	4
sure	0011000001	4
them	0011000001	4
wanna	0011000001	4
weekend	0011000001	4
weeks	0011000001	4
xd	0011000001	4
yourself	0011000001	4
for	0011000001	47
:(	0011000001	5
against	0011000001	5
bad	0011000001	5
being	0011000001	5
best	0011000001	5
bieber	0011000001	5
even	0011000001	5
every	0011000001	5
great	0011000001	5
hate	0011000001	5
his	0011000001	5
into	0011000001	5
kids	0011000001	5
mom	0011000001	5
pope	0011000001	5
really	0011000001	5
something	0011000001	5
still	0011000001	5
through	0011000001	5
try	0011000001	5
tv	0011000001	5
us	0011000001	5
way	0011000001	5
6	0011000001	6
ago	0011000001	6
better	0011000001	6
check	0011000001	6
few	0011000001	6
give	0011000001	6
god	0011000001	6
happy	0011000001	6
justin	0011000001	6
looking	0011000001	6
man	0011000001	6
more	0011000001	6
most	0011000001	6
school	0011000001	6
should	0011000001	6
went	0011000001	6
why	0011000001	6
day	0011000001	60
of	0011000001	64
on	0011000001	66
:	0011000001	7
getting	0011000001	7
how	0011000001	7
let	0011000001	7
live	0011000001	7
sleep	0011000001	7
were	0011000001	7
yeah	0011000001	7
follow	0011000001	8
gonna	0011000001	8
hope	0011000001	8
then	0011000001	8
you	0011000001	83
first	0011000001	9
life	0011000001	9
think	0011000001	9
've	0011000001	9
who	0011000001	9
long	0011000010	10
air	0011000010	2
any	0011000010	2
chance	0011000010	2
epic	0011000010	2
evening	0011000010	2
fabulous	0011000010	2
lil	0011000010	2
many	0011000010	2
october	0011000010	2
pretty	0011000010	2
soon	0011000010	2
spree	0011000010	2
steps	0011000010	2
wish	0011000010	2
18	0011000010	3
buttons	0011000010	3
cause	0011000010	3
jersey	0011000010	3
september	0011000010	3
tweeting	0011000010	3
have	0011000010	35
guys	0011000010	4
shore	0011000010	4
1	0011000010	6
am	0011000010	6
too	0011000010	6
had	0011000010	8
need	0011000011	10
year	0011000011	10
last	0011000011	11
lol	0011000011	17
not	0011000011	19
7	0011000011	2
always	0011000011	2
ces	0011000011	2
cut	0011000011	2
didnt	0011000011	2
does	0011000011	2
everyday	0011000011	2
ha	0011000011	2
homework	0011000011	2
keep	0011000011	2
labels	0011000011	2
mess	0011000011	2
mins	0011000011	2
:o	0011000011	2
question	0011000011	2
such	0011000011	2
like	0011000011	22
break	0011000011	3
doing	0011000011	3
hair	0011000011	3
id	0011000011	3
less	0011000011	3
play	0011000011	3
rep	0011000011	3
sodium	0011000011	3
times	0011000011	3
feel	0011000011	4
morning	0011000011	4
said	0011000011	4
than	0011000011	4
ur	0011000011	4
would	0011000011	4
later	0011000011	5
old	0011000011	5
only	0011000011	5
saturday	0011000011	5
which	0011000011	5
may	0011000011	9
no	0011000011	9
some	0011000011	9
&	0011000100	11
enjoy	0011000100	2
music	0011000100	2
dinner	0011000100	3
free	0011000100	3
video	0011000100	4
got	0011000101	17
desire	0011000101	2
htc	0011000101	2
word	0011000101	2
z	0011000101	2
official	0011000101	3
just	0011000101	36
earlier	0011000101	5
and	0011000110	100
shirt	0011000110	2
shorts	0011000110	2
visit	0011000110	2
wake	0011000110	2
yoiu	0011000110	2
up	0011000110	23
wear	0011000110	3
shows	0011000110	4
an	0011000111	14
1st	0011000111	2
50	0011000111	2
cable	0011000111	2
drinking	0011000111	2
jfk	0011000111	2
money	0011000111	2
ten	0011000111	2
thinks	0011000111	2
now	0011000111	23
set	0011000111	3
top	0011000111	3
watching	0011000111	3
monday	0011000111	4
things	0011000111	4
movie	0011000111	5
new	0011000111	5
place	0011000111	5
til	0011000111	5
took	0011000111	5
twitter	0011000111	5
right	0011000111	6
home	0011000111	7
anna	0011001000	2
ny	0011001000	2
fun	0011001000	3
@souljaboy	0011001000	3
via	0011001000	5
2010	0011001000	7
friday	0011001001	19
are	0011001010	19
night	0011001011	12
ladies	0011001011	2
london	0011001011	2
means	0011001011	2
rest	0011001011	2
taking	0011001011	2
xx	0011001011	2
bed	0011001011	3
thursday	0011001011	3
gotta	0011001011	4
tired	0011001011	6
rt	001100110	71
by	0011001110	14
@	0011001110	2
17	0011001110	2
3d	0011001110	2
awesome	0011001110	2
blog	0011001110	2
cooking	0011001110	2
dog	0011001110	2
fans	0011001110	2
fb	0011001110	2
picks	0011001110	2
posts	0011001110	2
religion	0011001110	2
slapped	0011001110	2
student	0011001110	2
college	0011001110	3
food	0011001110	3
tailgate	0011001110	3
game	0011001110	4
because	0011001110	5
stop	0011001110	5
before	0011001111	10
facebook	0011001111	2
kippur	0011001111	2
lick	0011001111	2
mean	0011001111	2
steve	0011001111	2
stick	0011001111	2
switch	0011001111	2
wtf	0011001111	2
xxx	0011001111	2
yom	0011001111	2
tomorrow	0011001111	21
eat	0011001111	3
their	0011001111	3
away	0011001111	4
everyone	0011001111	4
lot	0011001111	4
might	0011001111	4
haha	0011001111	5
off	0011001111	7
at	0011010000	38
dame	0011010001	2
miami	0011010001	2
notre	0011010001	2
com	001101001	3
lounge	0011010100	3
visions	0011010101	2
group	0011010110	3
costa	0011010111	2
where	0011011000	6
anyone	0011011001	2
team	0011011001	2
(@	0011011010	2
la	0011011010	3
d	0011011011	2
4	0011011011	7
we	0011011100	26
're	0011011101	3
aint	0011011110	2
cant	0011011110	2
da	0011011110	2
omg	0011011110	2
over	0011011110	5
wait	0011011110	5
coming	0011011111	7
party	001110	11
birthday	00111100	4
football	00111101	3
goin	0011111	3
ncaaf	010	2
thedeandreway	011	2
paso	1000	2
el	1001	2
fl	101	2
etc	110	3
tx	111	2
